Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight,Year,Month
Introduction To Pattern Recognition And Machine Learning,"M Narasimha Murty, V Susheela Devi",4401.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8143/9789814335454.jpg,4.0,404.0,Hardback,2015-09-30,World Scientific Publishing Co Pte Ltd,English,9814335452,9789814335454,Singapore,Singapore,,,,,2015,9
From Curve Fitting to Machine Learning : An Illustrative Guide to Scientific Data Analysis and Computational Intelligence,Achim Zielesny,5272.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319325446.jpg,,498.0,Hardback,2016-04-22,Springer,English,3319325442,9783319325446,Cham,Switzerland,155.0,235.0,28.7,8926.0,2016,4
Machine Learning for Kids (Tinker Toddlers),Dhoot,550.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7325/9781732508033.jpg,3.2,36.0,Hardback,2019-02-11,Tinker Toddlers,English,1732508038,9781732508033,,,216.0,216.0,6.0,322.0,2019,2
Density Ratio Estimation in Machine Learning,"Masashi Sugiyama, Taiji Suzuki, Takafumi Kanamori",3866.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5211/9780521190176.jpg,3.0,342.0,Hardback,2012-02-20,CAMBRIDGE UNIVERSITY PRESS,English,0521190177,9780521190176,Cambridge,United Kingdom,157.0,234.0,23.0,600.0,2012,2
Machine Learning Algorithms for Industrial Applications,"Santosh Kumar Das, Shom Prasad Das, Nilanjan Dey, Aboul-Ella Hassanien",4822.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030506407.jpg,,315.0,Hardback,2020-07-19,Springer,English,3030506401,9783030506407,Cham,Switzerland,155.0,235.0,19.05,670.0,2020,7
Machine Learning und Neuronale Netze : Der verständliche Einstieg mit Python,Philipp Grunert,829.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9664/9783966450744.jpg,,500.0,Hardback,2021-02-01,BMU Media GmbH,German,3966450747,9783966450744,,,,,,,2021,2
Semi-Supervised and Unsupervised Machine Learning : Novel Strategies,"Amparo Albalate, Wolfgang Minker",3430.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8482/9781848212039.jpg,3.0,254.0,Hardback,2011-02-01,Wiley,English,1848212038,9781848212039,London,United Kingdom,168.0,239.0,19.0,500.0,2011,2
Machine Learning Applications In Software Engineering,"Du Zhang, Jeffrey J P Tsai",5693.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8125/9789812560940.jpg,4.0,368.0,Hardback,2005-02-28,World Scientific Publishing Co Pte Ltd,English,9812560947,9789812560940,Singapore,Singapore,,,,,2005,2
"Big Data, IoT, and Machine Learning : Tools and Applications","Rashmi Agrawal, Marcin Paprzycki, Neha Gupta",4575.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367336745.jpg,,319.0,Hardback,2020-07-30,Taylor & Francis,English,036733674X,9780367336745,London,United Kingdom,156.0,235.0,15.24,785.0,2020,7
Deep In-memory Architectures for Machine Learning,"Mingu Kang, Sujan Gonugondla, Naresh R. Shanbhag",2613.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030359706.jpg,,174.0,Hardback,2020-01-31,Springer,English,3030359700,9783030359706,Cham,Switzerland,155.0,235.0,12.7,453.0,2020,1
Machine Learning for Water Quality Analysis,Ashutosh Kumar Shukla,4777.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7503/9780750330459.jpg,,160.0,Hardback,2021-05-01,Institute of Physics Publishing,English,0750330457,9780750330459,Bristol,United Kingdom,,,,,2021,5
Advances in Machine Learning and Computational Intelligence : Proceedings of ICMLCI 2019,"Srikanta Patnaik, Xin-She Yang, Ishwar K. Sethi",6092.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811552427.jpg,,878.0,Hardback,2020-10-15,Springer,English,9811552428,9789811552427,Singapore,Singapore,155.0,235.0,47.75,1502.0,2020,10
Machine Learning for Intelligent Multimedia Analytics : Techniques and Applications,"Pardeep Kumar, Amit Kumar Singh",4526.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811594915.jpg,,335.0,Hardback,2021-03-06,Springer,English,9811594910,9789811594915,Singapore,Singapore,,,,,2021,3
Covariances in Computer Vision and Machine Learning,"Ha Quang Minh, Vittorio Murino, Gerard Medioni, Sven Dickinson",2715.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6817/9781681732596.jpg,,170.0,Hardback,2017-11-30,Morgan & Claypool Publishers,English,1681732599,9781681732596,San Rafael,United States,190.0,235.0,11.18,512.56,2017,11
Visual Knowledge Discovery and Machine Learning,Boris Kovalerchuk,3954.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319730394.jpg,,317.0,Hardback,2018-03-29,Springer,English,3319730398,9783319730394,Cham,Switzerland,155.0,235.0,20.57,815.0,2018,3
Encyclopedia of Machine Learning and Data Mining,"Claude Sammut, Geoffrey I. Webb",18402.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4899/9781489976857.jpg,3.33,1335.0,Hardback,2017-03-15,Springer,English,148997685X,9781489976857,New York,United States,178.0,254.0,80.01,3081.0,2017,3
EEG Signal Processing and Machine Learning,"Saeid Sanei, Jonathon A. Chambers",2892.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1193/9781119386940.jpg,,380.0,Hardback,2021-05-06,Wiley,English,1119386942,9781119386940,Hoboken,United States,,,,,2021,5
Machine Learning Techniques for Assistive Robotics,"Ester Martinez-Martin, Miguel Cazorla, Sergio Orts-Escolano",1004.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0393/9783039363384.jpg,,210.0,Hardback,2020-07-21,MDPI AG,English,3039363387,9783039363384,,,170.0,244.0,18.0,653.0,2020,7
Chemoinformatics and Advanced Machine Learning Perspectives : Complex Computational Methods and Collaborative Techniques,"Huma Lodhi, Yoshihiro Yamanishi",5233.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6152/9781615209118.jpg,3.0,420.0,Hardback,2010-10-15,IGI Global,English,1615209115,9781615209118,Hershey,United States,,,,,2010,10
Intrusion Detection: A Machine Learning Approach,"Jeffrey J P Tsai, Zhenwei Yu",2940.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8481/9781848164475.jpg,3.0,184.0,Hardback,2011-02-28,Imperial College Press,English,1848164475,9781848164475,London,United Kingdom,,,,,2011,2
From Curve Fitting to Machine Learning : An Illustrative Guide to Scientific Data Analysis and Computational Intelligence,Achim Zielesny,4924.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642212796.jpg,2.0,465.0,Hardback,2011-09-01,Springer,English,3642212794,9783642212796,Berlin,Germany,155.0,235.0,26.92,1880.0,2011,9
Machine Learning at the Belle II Experiment : The Full Event Interpretation and Its Validation on Belle Data,Thomas Keck,3646.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319982489.jpg,,174.0,Hardback,2019-01-27,Springer,English,3319982486,9783319982489,Cham,Switzerland,155.0,235.0,12.7,453.0,2019,1
Ubiquitous Machine Learning and Its Applications,"Pradeep Kumar, Arvind Tiwari",3566.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5225/9781522525455.jpg,,229.0,Hardback,2017-06-30,IGI Global,English,1522525459,9781522525455,Hershey,United States,152.0,229.0,17.53,716.68,2017,6
Granular Computing Based Machine Learning : A Big Data Processing Approach,"Han Liu, Mihaela Cocea",3511.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319700571.jpg,,113.0,Hardback,2017-12-20,Springer,English,331970057X,9783319700571,Cham,Switzerland,155.0,235.0,9.65,3259.0,2017,12
Electrocardiogram Signal Classification and Machine Learning : Emerging Research and Opportunities,Sara Moein,3965.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5225/9781522555803.jpg,,120.0,Hardback,2018-05-30,IGI Global,English,1522555803,9781522555803,Hershey,United States,178.0,254.0,14.22,594.21,2018,5
Machine Learning Techniques for Assistive Robotics,"Ester Martinez-Martin, Miguel Cazorla, Sergio Orts-Escolano",1004.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0393/9783039363384.jpg,,210.0,Hardback,2020-07-21,MDPI AG,English,3039363387,9783039363384,,,170.0,244.0,18.0,653.0,2020,7
"Big Data, IoT, and Machine Learning : Tools and Applications","Rashmi Agrawal, Marcin Paprzycki, Neha Gupta",4575.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367336745.jpg,,319.0,Hardback,2020-07-30,Taylor & Francis,English,036733674X,9780367336745,London,United Kingdom,156.0,235.0,15.24,785.0,2020,7
Advances in Machine Learning and Computational Intelligence : Proceedings of ICMLCI 2019,"Srikanta Patnaik, Xin-She Yang, Ishwar K. Sethi",6092.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811552427.jpg,,878.0,Hardback,2020-10-15,Springer,English,9811552428,9789811552427,Singapore,Singapore,155.0,235.0,47.75,1502.0,2020,10
From Curve Fitting to Machine Learning : An Illustrative Guide to Scientific Data Analysis and Computational Intelligence,Achim Zielesny,4924.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642212796.jpg,2.0,465.0,Hardback,2011-09-01,Springer,English,3642212794,9783642212796,Berlin,Germany,155.0,235.0,26.92,1880.0,2011,9
Chemoinformatics and Advanced Machine Learning Perspectives : Complex Computational Methods and Collaborative Techniques,"Huma Lodhi, Yoshihiro Yamanishi",5233.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6152/9781615209118.jpg,3.0,420.0,Hardback,2010-10-15,IGI Global,English,1615209115,9781615209118,Hershey,United States,,,,,2010,10
Intrusion Detection: A Machine Learning Approach,"Jeffrey J P Tsai, Zhenwei Yu",2940.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8481/9781848164475.jpg,3.0,184.0,Hardback,2011-02-28,Imperial College Press,English,1848164475,9781848164475,London,United Kingdom,,,,,2011,2
Statistical Learning Using Neural Networks : A Guide for Statisticians and Data Scientists with Python,"Basilio De Braganca Pereira, Calyampudi Radhakrishna Rao, Fabio Borges de Oliveira",2690.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1383/9781138364509.jpg,,234.0,Hardback,2020-09-02,Taylor & Francis,English,1138364509,9781138364509,London,United Kingdom,156.0,235.0,17.78,499.0,2020,9
Machine Learning for Multimedia Content Analysis,"Yihong Gong, Wei Xu",3338.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3876/9780387699387.jpg,3.6,277.0,Hardback,2007-11-01,Springer,English,0387699384,9780387699387,"New York, NY",United States,155.0,235.0,24.13,612.0,2007,11
Machine Learning in Translation Corpora Processing,Krzysztof Wolk,4780.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3671/9780367186739.jpg,,264.0,Hardback,2019-05-01,Taylor & Francis,English,036718673X,9780367186739,London,United Kingdom,156.0,235.0,19.05,649.0,2019,5
"Introduction To Machine Learning In Quantitative Finance, An","Hao Ni, Xin Dong, Jinsong Zheng, Guangxi Yu",2213.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7863/9781786349361.jpg,,265.0,Hardback,2021-03-25,World Scientific Europe Ltd,English,1786349361,9781786349361,London,United Kingdom,,,,,2021,3
Internet of Things and Machine Learning in Agriculture : Technological Impacts and Challenges,"Jyotir Moy Chatterjee, Abhishek Kumar, Pramod Singh Rathore, Vishal Jain",3193.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/1106/9783110691221.jpg,,390.0,Hardback,2021-02-08,De Gruyter,English,3110691221,9783110691221,Berlin,Germany,,,,,2021,2
The Essentials of Machine Learning in Finance and Accounting,"Mohammad Zoynul Abedin, M. Kabir Hassan, Petr Hajek, Mohammed Mohi Uddin",4023.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3674/9780367480837.jpg,,296.0,Hardback,2021-06-01,Taylor & Francis,English,0367480832,9780367480837,London,United Kingdom,,,,,2021,6
Computer Vision and Machine Learning in Agriculture,"Mohammad Shorif Uddin, Jagdish Chand Bansal",4274.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813364233.jpg,,184.0,Hardback,2021-03-29,Springer,English,9813364238,9789813364233,Singapore,Singapore,,,,,2021,3
"Cybernetics, Cognition and Machine Learning Applications : Proceedings of ICCCMLA 2020","Vinit Kumar Gunjan, P. N. Suganthan, Jan Haase, AMIT KUMAR",7040.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813366909.jpg,,340.0,Hardback,2021-04-06,Springer,English,9813366907,9789813366909,Singapore,Singapore,,,,,2021,4
Artificial Intelligence and Machine Learning for Business : The Ultimate Guide to Use Data Science for Business Through Applied Artificial Intelligence. Includes Big Data and Data Mining for Business,Oliver Tensor,697.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914067105.jpg,,122.0,Hardback,2020-10-17,Smart Creative Publishing,English,191406710X,9781914067105,,,152.0,229.0,8.0,336.0,2020,10
Advances in Machine Learning and Data Analysis,Mahyar Amouzegar,3490.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/0481/9789048131761.jpg,4.33,239.0,Hardback,2011-10-01,Springer,English,9048131766,9789048131761,Dordrecht,Netherlands,155.0,235.0,20.32,1160.0,2011,10
Signal Processing and Machine Learning for Brain-Machine Interfaces,"Toshihisa Tanaka, Mahnaz Arvaneh",3045.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7856/9781785613982.jpg,,360.0,Hardback,2018-11-18,Institution of Engineering and Technology,English,1785613987,9781785613982,Stevenage,United Kingdom,156.0,234.0,22.86,680.39,2018,11
Electrocardiogram Signal Classification and Machine Learning : Emerging Research and Opportunities,Sara Moein,3965.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5225/9781522555803.jpg,,120.0,Hardback,2018-05-30,IGI Global,English,1522555803,9781522555803,Hershey,United States,178.0,254.0,14.22,594.21,2018,5
Ubiquitous Machine Learning and Its Applications,"Pradeep Kumar, Arvind Tiwari",3566.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5225/9781522525455.jpg,,229.0,Hardback,2017-06-30,IGI Global,English,1522525459,9781522525455,Hershey,United States,152.0,229.0,17.53,716.68,2017,6
Machine Learning at the Belle II Experiment : The Full Event Interpretation and Its Validation on Belle Data,Thomas Keck,3646.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319982489.jpg,,174.0,Hardback,2019-01-27,Springer,English,3319982486,9783319982489,Cham,Switzerland,155.0,235.0,12.7,453.0,2019,1
Granular Computing Based Machine Learning : A Big Data Processing Approach,"Han Liu, Mihaela Cocea",3511.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319700571.jpg,,113.0,Hardback,2017-12-20,Springer,English,331970057X,9783319700571,Cham,Switzerland,155.0,235.0,9.65,3259.0,2017,12
Machine Learning for Intelligent Decision Science,"Jitendra Kumar Rout, Minakhi Rout, Himansu Das",3396.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811536885.jpg,,209.0,Hardback,2020-04-03,Springer,English,9811536880,9789811536885,Singapore,Singapore,155.0,235.0,14.22,506.0,2020,4
"Machine Learning for Computer and Cyber Security : Principle, Algorithms, and Practices","Brij B. Gupta, Quan Z. Sheng",4737.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1385/9781138587304.jpg,5.0,352.0,Hardback,2019-03-26,Taylor & Francis,English,1138587303,9781138587304,London,United Kingdom,156.0,235.0,22.86,785.0,2019,3
ABCs of Machine Learning (Tinker Toddlers),Dr Dhoot,550.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7325/9781732508088.jpg,4.5,36.0,Hardback,2019-03-10,Tinker Toddlers,English,1732508089,9781732508088,,,216.0,216.0,6.0,322.0,2019,3
Fundamentals of Machine Learning using Python,"Euan Russano, Elaine Ferreira Avelino",5111.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7740/9781774073650.jpg,,290.0,Hardback,2019-11-01,Arcler Education Inc,English,177407365X,9781774073650,,,152.0,229.0,25.4,612.35,2019,11
Coefficient of Variation and Machine Learning Applications,"K. Hima Bindu, Raghava Morusupalli, Nilanjan Dey, C. Raghavendra Rao",1534.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3672/9780367273286.jpg,,126.0,Hardback,2019-12-03,Taylor & Francis,English,0367273284,9780367273286,London,United Kingdom,140.0,216.0,12.7,295.0,2019,12
Technical Advancements of Machine Learning in Healthcare,"Hrudaya Kumar Tripathy, Sushruta Mishra, Pradeep Kumar Mallick, Amiya Ranjan Panda",4526.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813346970.jpg,,396.0,Hardback,2021-02-21,Springer,English,9813346973,9789813346970,Singapore,Singapore,,,,,2021,2
Data Management in Machine Learning Systems,"Matthias Boehm, Arun Kumar, Jun Yang, H.V. Jagadish",2364.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6817/9781681734989.jpg,,173.0,Hardback,2019-02-28,Morgan & Claypool Publishers,English,1681734982,9781681734989,San Rafael,United States,190.0,235.0,11.18,517.1,2019,2
Machine Learning Paradigm for IoT Applications,"Shalli Rani, R. Maheswar, G. R. Kanagachidambaresan, Sachin Ahuja, Deepali Gupta",5657.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1197/9781119760474.jpg,,400.0,Hardback,2021-05-26,Wiley,English,111976047X,9781119760474,New York,United States,,,,,2021,5
Machine Learning in Computer-Aided Diagnosis : Medical Imaging Intelligence and Analysis,Kenji Suzuki,4648.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4666/9781466600591.jpg,3.0,524.0,Hardback,2012-01-31,"Idea Group,U.S.",English,1466600594,9781466600591,"Harrisburg, PA",United States,,,,,2012,1
Soft Computing and Machine Learning with Python,Zoran Gacovski,4682.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7736/9781773615004.jpg,,378.0,Hardback,2018-12-01,Arcler Education Inc,English,1773615009,9781773615004,,,152.0,229.0,25.4,635.03,2018,12
Applications of Machine Learning in Wireless Communications,"Ruisi He, Zhiguo Ding",3819.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7856/9781785616570.jpg,,490.0,Hardback,2019-08-15,Institution of Engineering and Technology,English,1785616579,9781785616570,Stevenage,United Kingdom,156.0,234.0,27.94,907.18,2019,8
Document Processing Using Machine Learning,"Sk Md Obaidullah, KC Santosh, Teresa Goncalves, Nibaran Das, Kaushik Roy",2999.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3672/9780367218478.jpg,,168.0,Hardback,2019-12-03,Taylor & Francis,English,036721847X,9780367218478,London,United Kingdom,156.0,235.0,15.24,431.0,2019,12
"Cybernetics, Cognition and Machine Learning Applications : Proceedings of ICCCMLA 2019","Vinit Kumar Gunjan, P.  N. Suganthan, Jan Haase, AMIT KUMAR, Balasubramanian Raman",6230.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811516313.jpg,,325.0,Hardback,2020-04-21,Springer,English,9811516316,9789811516313,Singapore,Singapore,155.0,235.0,17.78,815.0,2020,4
"Blockchain, Big Data and Machine Learning : Trends and Applications","Neeraj Kumar, N. Gayathri, Md Arafatur Rahman, B. Balamurugan",4282.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367370688.jpg,,346.0,Hardback,2020-09-25,Taylor & Francis,English,0367370689,9780367370688,London,United Kingdom,156.0,235.0,25.4,826.0,2020,9
